Title,Contents,"label(긍정1, 부정0)"
청주 아파트 지하주차장 불…주민 80명 대피,"1일 오후 7시23분께 충북 청주시 서원구 한 아파트 지하 2층 주차장에서 불이 나 50분 만에 꺼졌다.

이 불로 외제차 등 차량 2대가 모두 탔고 다른 차량 3대도 그을림 피해가 났다.

다친 사람은 없었지만 아파트 주민 80여 명이 대피했다.

경찰과 소방당국은 정확한 화재 원인과 피해 규모를 조사하고 있다.",0
"""발망치 조심"" 경고 다음날, 결국 윗집 현관문 도끼로 찍은 20대","층간소음 문제로 윗집에 도끼를 들고 찾아가 위협한 남성이 현행범 체포됐다.

1일 경찰에 따르면 서울 송파경찰서는 특수협박 및 재물손괴 혐의로 20대 남성 A씨를 입건해 조사 중이다.

A씨는 전날 오후 5시40분쯤 송파구 한 아파트에서 약 90㎝ 길이의 도끼를 들고 윗집에 찾아가 현관문을 여러 차례 찍어 손괴한 혐의를 받고 있다.

또 A씨는 인근에서 담배를 피우던 이웃과 시비가 붙자 도끼를 들고 “죽이겠다”며 협박한 혐의도 받는다. 두 범행으로 인해 다친 사람은 없다고 한다.

A씨는 뒤따라온 어머니를 따라 집으로 돌아갔으나 10여 분 뒤 피해자의 신고를 받고 출동한 경찰에 체포됐다.

A씨는 그 전날인 30일에도 “발소리 쿵쾅거리지 마라”는 등의 욕설이 담긴 협박성 메시지가 적힌 쪽지를 윗집 현관문에 붙인 것으로 전해졌다.

경찰 관계자는 “참고인 등 조사를 통해 정확한 사건 발생 경위를 조사하고 있다”고 말했다.",0
안산 골판지 제조업체서 끼임사고…40대 근로자 사망,"1일 오후 4시30분쯤 경기 안산시 단원구 소재 골판지 제조 업체에서 근로자 끼임사고가 발생했다.

이 사고로 A씨(40대)가 크게 다쳐 병원으로 옮겨졌지만 숨졌다.

A씨는 완성된 골판지를 묶고 옮기는 리프트 기계를 살펴보다 변을 당한 것으로 추정됐다.

경찰은 당시 현장에 있던 동료 근로자 등을 상대로 정확한 사고 경위를 조사하고 있다.",0
새해 일출 보던 50대 여성 산에서 추락…허리 부상,"부산에서 새해 일출을 구경하던 50대 여성이 등산로 능선에서 추락하는 사고가 발생했다.

1일 부산소방재난본부에 따르면 이날 오전 7시55분께 사하구 승학산 정산 부근 등산로 능선에서 50대 여성 A씨가 굴러 떨어졌다.

A씨는 현장 출동한 소방 헬기에 의해 구조됐다.

이 사고로 A씨는 허리와 어깨를 다쳐 병원으로 이송됐다.",0
새해 첫날 중랑구 모텔서 원인 미상 불…투숙객 2명 연기 흡입,"새해 첫날 서울 중랑구 한 모텔에서 화재 사고가 발생했다. 투숙객 2명은 연기를 마셔 병원으로 이송됐다

1일 소방당국에 따르면 이날 오전 9시16분쯤 중랑구 상봉동의 한 모텔 4층에서 원인 미상의 불이났다는 신고가 접수됐다.

소방 인력 111명·소방차 28대가 출동했으며, 불은 45분여만인 오전 10시5분쯤 꺼졌다.

이 화재로 40대 남성 투숙객 2명이 연기를 흡입해 인근 병원으로 옮겨졌다. 다행히 생명에 지장은 없는 것으로 파악됐다. 또 침대, TV, 냉장고 등이 전소돼 1244만원의 재산피해가 발생했다.

소방당국은 정확한 화재 원인을 조사 중이다.",0
서울 상봉동 모텔에서 화재···투숙객 2명 부상,"소방당국은 1일 오전 9시16분쯤 서울 중랑구 상봉동의 한 모텔에서 화재가 발생해 2시간10여분 만에 꺼졌다고 밝혔다.

이 불로 40대 남성 2명이 연기를 마셔 병원으로 옮겨졌지만 큰 피해는 없는 것으로 파악됐다. 재산피해는 객실 한 곳이 전소되는 등 1200여만원 규모인 것으로 조사됐다.

불은 4층의 한 객실 안에서 발생한 것으로 조사됐고 자세한 원인은 조사가 진행 중이다.",0
만취 난폭 운전한 우즈베키스탄 20대…추돌사고 저지 나선 경찰관 2명 치어,"만취한 채 난폭운전을 하던 우즈베키스탄 국적의 20대 운전자에 의해 경찰관들까지 다치는 사건이 발생했다.

1일 경기 의정부경찰서에 따르면 지난 12월 31일 오후 7시쯤 의정부의 한 도로에서 차선과 신호를 무시하고 주변 차량을 들이 받는 등 난폭운전을 하고 있다는 내용의 신고가 여러차례 접수됐다.

출동한 경찰들은 순찰차로 해당 차량을 막아세웠지만 이 차량 운전자 A씨는 아랑곳하지 않고 차를 움직였다. 결국 경찰관들이 삼단봉으로 차문 유리창을 깨고 운전석으로 손을 집어 넣어 차를 세웠다.

이 과정에서 움직이는 차량에 경찰관 2명이 치여 다쳤다.

A씨는 현재 경찰서 유치장에 입감돼 있으나 조사가 힘들 정도로 만취 상태인 것으로 알려졌다.

경찰은 A씨를 상대로 사건 경위를 조사할 예정이다.",0
"명절에 또 스토킹범죄…신변보호 받던 여성, 흉기 찔려 중상","경찰의 신변 보호를 받고 있던 40대 여성이 또다시 스토킹범죄로 중상을 입는 사건이 발생했다. 이 여성은 출근길에 가방에 들어 있던 스마트 워치를 누를 새도 없이 공격을 당했다.

30일 대구 동부경찰서에 따르면 지난 29일 오전 10시 50분께 대구시 동구 효목동 한 아파트 앞에서 40대 여성 A 씨가 B(64) 씨가 휘두른 흉기에 어깨 등을 찔려 쓰러졌다. A 씨는 인근 상가의 직장으로 출근하던 길에 변을 당했다.

A 씨는 B 씨와 동거를 하면서 폭행과 감금, 협박에 시달려 왔고 지난해 9월 흉기로 위협을 당한 뒤부터 집을 나와 경찰의 신변 보호를 받아온 것으로 확인됐다.

A 씨 가족들은 B 씨가 피해자의 직장과 주거지 100m 이내 접근 금지 명령을 받았지만, 피해자 주변을 계속 맴돌았다고 주장했다. 또 피해자가 불안감을 호소했지만 경찰이 아무런 조치를 취하지 않았다고 호소했다.

A 씨는 중상을 입었으나 생명에 지장이 없고, B 씨는 범행 후 자기 집에서 극단적 선택을 시도해 현재 중태다.

경찰은 ""A 씨가 스마트 워치가 가방에 든 상태에서 기습 공격을 받은 것으로 보인다""며 ""자세한 사건 경위를 조사하고 있다""고 말했다.",0
"설 앞두고..' 곡성 저수지서 10대 형제, 숨진 채 발견"," 전남 곡성 한 저수지에서 10대 형제가 숨진 채 발견됐다.


29일 곡성경찰서와 소방 당국에 따르면 이날 오후 3시18분께 곡성 한 저수지에서 형 A군이 숨진 채 발견됐다.

이들의 가족은 같은 날 낮 외출한 형제가 돌아오지 않자 인근 파출소에 신고하고 형제를 찾아 나섰다. 이 과정에 마을 인근 저수지에서 A군을 발견했다.

가족의 신고를 받고 출동한 119는 수색 끝에 같은 저수지에서 동생 B군을 찾아냈다. A군과 B군은 발견 당시 사망한 상태였다.

한편 경찰은 형제가 저수지에서 놀다가 얼음이 깨져 물에 빠진 것으로 보고 정확한 사고 경위를 조사 중이다.",0
새벽마다 발신 제한 전화 16번…말없이 끔찍한 '숨소리' 낸 놈,"직장 내 성 문제를 관리 및 감독하는 고용노동부가 정작 내부 직원의 성희롱에 대해 솜방망이 처벌을 내려 논란이 일고 있다.

지난 27일 SBS 보도에 따르면 고용부의 한 남성 직원 A씨는 지난 2019년 1월부터 새벽에 동료 여성 직원 5명에게 전화를 걸어 괴롭혔다. A씨는 발신 번호 표시 제한으로 전화를 걸었고, 전화를 받으면 아무 말도 하지 않고 숨소리만 내면서 성적 수치심을 유발했다.

피해 직원 중 한 명은 5달 동안 16차례 전화를 받았던 것으로 확인됐다. A씨는 피해 직원들의 신고로 경찰에 붙잡혔고 고용부 내 징계위원회에 회부됐다.

고용부는 성희롱 여부를 판단하기 위해 자문위원회를 열었고, 자문위원 6명 중 5명은 “여성들이 공포감과 성적 수치심을 느끼기에 충분했다”며 성희롱이라고 판정했다.

하지만 고용부는 A씨의 행동을 작은 실수로 판단해 감봉 3개월의 징계를 내렸다.

한 변호사는 SBS와의 인터뷰에서 “고용부는 성희롱이나 성범죄에 대해서 가장 솔선해야 하는 부서”라며 “이런 식으로 본인들 징계 의결이 솜방망이면 그것에 대해 국민들이 납득을 하겠나”라고 꼬집었다.

A씨는 SBS를 통해 잘못을 반성한다면서도 성적 의도가 없었으며, 징계 수위가 무겁다고 주장했다.",0
대구도시철도 팔달시장역 변전실서 이산화탄소 유출…소방관 3명 등 병원 이송(종합),"29일 오후 6시 18분 대구 북구 노원동 도시철도 3호선 팔달시장역 변전실에서 이산화탄소가 유출되는 사고가 발생했다.

이 사고로 화재 신고를 받고 출동한 소방관 3명과 70대 노인 등 승객 3명이 호흡 곤란과 어지럼증을 호소하며 인근 병원으로 이송됐다.

소방당국은 도시철도 내 변전실과 전기실, 신호 및 통신 기계실 등에 화재 진압을 위해 설치된 이산화탄소 소화설비에서 가스가 유출된 것으로 추정하고 있다.

이산화탄소 소화설비는 1호선 42곳에 1천677개, 2호선 36곳에 1천940개, 3호선 34곳에 800개 등이 설치됐다.

앞서 대구안전생활실천시민연합은 지난해 11월 ""무색·무취 기체 상태인 이산화탄소는 누출 때 사람이 이를 인지하기 어려워 질식사고 위험이 높다""며 전면 사용 금지를 요구한 바 있다.

한편 사고 수습에 나선 대구도시철도공사는 ""CCTV 확인 결과 승객이 장애인 화장실 옆 변전실 출입문에 있는 이산화탄소 소화설비 수동조작함을 실수로 조작하면서 사고가 발생했다""고 밝혔다.

도시철도공사 관계자는 ""이송된 환자들은 정밀 검사 후 산소치료를 병행하고 있으며 상태는 호전되고 있다""고 말했다.",0
부산서 주택 보일러실 공사 중 매몰 추정 사고‥1명 숨져,"오늘(29) 오후 6시 반쯤, 부산 강서구 대저동의 한 단독주택에서 매몰로 추정되는 사고가 발생했습니다.

이 사고로 집주인 46살 A씨가 1미터 깊이 흙더미 아래에서 출동한 소방관에 의해 숨진 채 발견됐습니다.

소방 관계자는 ""보일러실 공사를 위해 땅을 파던 A씨와 연락되지 않는다는 가족 신고를 받고 출동했다""며 ""공사 중 매몰로 추정하고 있다"" 고 설명했습니다.",0
전남 곡성 저수지서 10대 형제 숨진 채 발견,"설 연휴 첫날인 오늘(29일) 곡성의 한 저수지에서 10대 형제가 물에 빠져 숨졌다.

곡성 경찰서에 따르면 이날 오후 3시 18분쯤 전남 곡성군 한 저수지에서 A(18)군과 동생 B(16)군 물에 빠졌다는 신고가 접수됐다.

A군은 신고 즉시 구조했으나 숨졌고, 동생 B군은 오후 5시쯤 숨진채 발견됐다.

경찰은 형제가 저수지에서 놀다 얼음이 깨져 물에 빠진 것으로 보고 정확한 사고 경위를 조사하고 있다.

A군 가족은 이날 낮 A군 형제가 외출했다가 돌아오지 않자 경찰 등에 신고하고 형제를 찾으러 다닌 것으로 알려졌다.",0
"목발 짚던 70대 운전자, 안경점 돌진 ‘아수라장’","[리포트]
안경점 유리창이 박살이 나더니, 차량 한 대가 뚫고 들어옵니다.

렌즈 용기를 세척하던 직원이 뒷걸음질 치고, 안경점은 순식간에 아수라장이 됩니다.

[피해 안경점 직원]
""(차가) 슬로우 모션처럼 들어오면서 태어나면서 가장 크게 놀란 순간이 아니었나 싶어요. 정말 무서웠어요.""

""운전자는 이곳 주차장에서 출발해 10m 떨어진 안경점으로 돌진했습니다.""

차량 운전자는 몸이 불편해 목발을 짚고 다니는 70대 남성이었습니다.

사고가 나기 불과 몇분 전, 운전석에 올라 출구 안내까지 받았지만 곧바로 안경점을 들이 받은 겁니다.

다행히 인명 피해는 없었지만, 안경 등이 파손되면서 모두 2억 원의 재산 피해가 났습니다.

70대 남성은 술에 취한 상태는 아니었습니다.

운전자는 경찰 조사에서 급발진 사고라고 주장했습니다.

하지만 경찰은 CCTV 영상을 분석한 결과 시속 20~30km로 운전한 사실을 확인하고,

운전 미숙 가능성에 더 무게를 두고 있습니다.

전체 운전면허 보유자 중 65세 이상은 약 333만 명, 10% 수준입니다.

경찰청은 2025년부터 가상현실, VR 장비를 활용해 운전자의 신체 감각과 능력을 세부적으로 평가하기로 했습니다.

이 평가 결과를 토대로 고령 운전자나 장애인 등에게 '조건부 면허' 제도를 도입할 방침입니다.",0
소아·청소년 확진자 급증…정상등교 빨간불,"[KBS 대전] [앵커]

오미크론의 빠른 확산 속에 소아청소년들의 코로나19 확진도 급격히 증가하고 있습니다.

당장 새 학기를 앞두고 정상 등교에도 빨간불이 켜졌습니다.

유진환 기자의 보도입니다.

[리포트]

이번 주부터 겨울방학을 마치고 등교를 시작한 대전의 한 중학교.

코로나19 확진자가 나오면서 등교 규모를 전체 학생의 2/3에서 1/3로 줄였습니다.

초중고교가 방학을 마치고 잇따라 등교를 재개하고 있는 가운데, 소아청소년 코로나19 확진자가 급속히 늘고 있습니다.

최근 일주일 사이 대전지역 18살 이하 소아청소년 코로나19 확진자는 전주 108명에서 388명으로 3.6배 늘었고, 전체 확진자에서 차지하는 비율도 20%에서 31%로 11%p 증가했습니다.

현재 방역지침으로는 새학기 정상 등교가 사실상 어려운 상황입니다.

대전과 세종, 충남교육청은 일단 정상등교를 준비하고 있지만, 방역당국과 교육부의 지침에 따라 최종 결정을 내리겠다는 입장입니다.

[설동호/대전시교육감 : ""확산추세를 지켜보면서 실제적으로 우리 아이들한테 도움이 될 수 있는 방향으로 유연하게 교육과정을 운영할 계획입니다.""]

지역 대학들도 정상등교 여부를 놓고 고민중입니다.

이런 가운데 충남대는 새학기 적극적 대면수업을 원칙으로 한다는 입장을 가장 먼저 발표했습니다.

비상상황의 경우에도 허용 범위에서 최대한 실험 실습 강의는 대면으로 진행하기로 했습니다.

[김형식/충남대학교 교무처장 : ""교육의 질 제고를 위해 이제 불가피하게 대면수업을 확대해야 된다고 생각합니다. (비상상황은)원격수업과 절충해서 수업운영 방안을 짜려고 생각하고 있습니다.""]

교육부와 질병관리청은 오미크론 변이 확산에 따른 상황변화를 고려해 교육현장의 확진자와 접촉자 관리, 등교기준 등을 논의해 새로운 지침을 마련할 예정입니다.

KBS 뉴스 유진환입니다.",0
"새해 첫날 강남 투자회사 금고 턴 2인조 검거…""유흥비로 11억 탕진""","[앵커]
새해 첫 날, 강남의 한 투자회사 금고에 있던 현금 11억 원을 훔쳐 달아났던 2인조가 붙잡혔습니다. 사건 발생 3주 만에 검거한 건데, 이 일당이 3주 사이, 11억 원을 모두 유흥비로 썼다고 주장하고 있어 경찰이 진위 여부 파악에 나섰습니다.

김태훈 기자입니다.

[리포트]
남성 두 명이 두꺼운 외투에 모자를 쓰고 걸어갑니다.

어깨엔 큼직한 배낭을 맸는데, 안에 든 것은 현금 다발. 1월 1일 20대 남성 두 명이 서울 논현동의 한 투자회사 사무실 금고를 털어 현금 11억 원을 훔쳐 달아나는 모습입니다.

이들은 초소형 카메라를 이용해 시건 장치를 무력화한 것으로 드러났습니다.

사무실 안팎에 '몰카'를 설치하고 출입문과 금고 등 보안장치 해제 방법을 알아낸 겁니다.

경찰 관계자
""첫 번째 들어갔을 때는 현관문, 그 다음에 사무실문. 다시 출입했을 때는 또 금고, 이렇게 순차적으로...""

범행 후 서로 연락을 끊고 흩어져 전국 각지를 돌며 숨어지냈습니다.

경찰은 CCTV 분석 등을 통해 이들을 추적했고, 한 명은 12일 인천에서, 다른 한 명은 21일 부산에서 각각 붙잡았습니다.

이들은 훔친돈 11억 원은 그동안 유흥비로 모두 탕진했다고 진술했습니다. 경찰은 두 사람을 구속하고, 추가 공범은 없는지, 돈의 일부를 숨겨뒀는지 등을 수사 중입니다.",0
"백신 논란' 천은미 교수, ""내 발언 왜곡"" 문체부 직원들·기자 고소","[서울=뉴시스]정유선 기자 = 천은미 이대목동병원 호흡기내과 교수가 자신의 발언을 왜곡해 카드뉴스를 제작했다며 문화체육관광부 직원 2명과 언론사 기자 1명을 경찰에 고소했다.

천 교수는 24일 이들을 명예훼손 혐의로 서울 마포경찰서에 고소했다고 밝혔다.

천 교수는 지난해 3월 문체부가 제작한 카드뉴스 중 ""백신 '빨리, 많이' 접종하는 게 중요""라는 문구가 자신의 인터뷰 내용을 왜곡한 것이라고 주장했다.

해당 인터뷰에서 백신의 부작용과 치료 등에 대해 주로 설명했지만 이는 빠진 채 일부분만 뽑아 정부에 유리하게 사용했다는 것이다.

문체부는 앞서 주간 간행물 '공감'에 실린 천 교수 인터뷰 내용을 바탕으로 카드뉴스를 제작했으며, 인터뷰엔 모 언론사 기자 1명이 참여한 것으로 전해졌다.

천 교수는 ""백신 부작용이 나오기 전 수급이 안 될 때 빨리 백신을 들여와야 한다고 한마디 한 것을 발췌했다""며 ""제목을 얘기해주지도 않았고 사진도 임의로 가져가서 카드뉴스를 만들었다""고 했다.

그는 ""백신의 부작용을 항상 얘기해왔던 사람인데 카드뉴스 이후 제가 완전히 백신 홍보대사가 되어있었다""며 ""이런 식으로 왜곡된 점이 안타깝다""고 말했다.

앞서 천 교수는 지난달 31일 YTN '뉴스라이브'에 출연해 건강상 문제로 1차 접종까지만 했다고 털어놓았다. 이후 일각에선 '접종을 장려해온 방역 전문가로서 적절치 못하다'는 취지의 비판을 제기했다．",0
"경찰, ‘교수 채용 비리’ 관련 경북대 압수수색","[KBS 대구] [앵커]

KBS가 연속 보도한 경북대학교 국악학과의 신임 교수 채용 비리 의혹과 관련해 오늘 경찰이 학교를 전격 압수 수색했습니다.

이번 수사로 교수 채용 비리 의혹이 사실로 드러날 경우, 지역 대학사회에 큰 파장이 예상됩니다.

박진영 기자가 보도합니다.

[리포트]

경북대 국악학과 교수 채용 비리의혹 사건을 수사 중인 경찰이 학교를 압수수색했습니다.

경찰은 오전부터 3시간 넘게 대학 본관과 국악학과 사무실을 샅샅이 뒤졌습니다.

[경찰 관계자/음성변조 : ""(본관이랑 또 어디서 압수수색 하고 있습니까?) 이렇게(과사무실)두 군데 하고 있습니다.""]

경찰은 지난해 국악학과 신임 교수 채용과정에서, 현직 교수들이 심사 기준표를 특정 지원자 A 씨에게 유리하게 바꿨는지를확인하고 있는 것으로 알려졌습니다.

특히 심사위원으로 참여한 교수들이 A 씨에게 점수를 몰아줬다는 지난주 KBS 보도와 관련해, 내부 관계자들로부터 상당한 진술을 확보한 것으로 전해졌습니다.

학교 측은 이번 수사와 관련해 수사 결과를 기다리겠다는 원론적인 입장만 내놨습니다.

[이신희/경북대 교무처장 : ""저희들은 수사 결과에 따라가지고 저희들이 해야 할 범위가 정해지지 않겠습니까. 수사 결과에 따라 적의 조치 하겠습니다.""]

KBS는 지난해부터 채용 비리의혹을 연속 보도했지만, 학교 측은 진상조사 없이 A 씨를 교수로 임명해 논란이 일기도 했습니다.

특히 채용 비리 의혹의 중심에 선 A 씨가 이번엔 국악학과의 다른 교수 채용에 심사위원으로 참여하면서, 또다른 채용 논란이 발생한 상황, 이번 수사로 교수 채용 비리 의혹이 사실로 드러날 경우, 학교 측도 쉽게 책임을 면하기는 어려울 것으로 보입니다.

KBS 뉴스 박진영입니다.",0
노원 마들역 인근에서 승용차끼리 정면 충돌…6명 부상,"오늘(1일) 저녁 9시 20분쯤 서울 노원구 마들역 인근에서 20대 남성이 몰던 승용차가 맞은편 차선에서 달리던 승용차와 정면으로 충돌했습니다.

이 사고로 승용차 운전자 20대 남성 등 6명이 다쳐 병원으로 옮겨졌습니다.

사고 당시 운전자 20대 남성은 음주 상태는 아니었던 것으로 파악됐습니다.

경찰은 20대 남성이 몰던 승용차가 중앙선을 넘어 맞은편에서 달려오던 승용차와 정면으로 충돌한 것으로 보고, 정확한 사고 경위를 조사하고 있습니다.",0
"""안 잘라줘?"" 끓는 기름에 호떡 던져 화풀이한 60대 男의 최후","호떡 잘라 달라'는 요구를 들어주지 않았다는 이유로 끓는 기름에 호떡을 던져 주인에게 화상을 입혔던 60대 남성 A씨가 결국 징역형을 선고받았다.


ⓒKBS
1일 법조계에 따르면 박성준 대구지법 형사8단독 부장판사는 상해 혐의로 기소된 A(65)씨에게 징역 1년을 선고했다.

A씨는 지난해 9월 5일 대구시 북구의 한 음식점에서 기름이 끓고 있는 철판에 호떡을 집어 던져 가게 주인에게 전치 5주가량의 화상을 입힌 혐의로 재판에 넘겨졌다.

그는 사건 당일 구매한 호떡을 자르기 위해 가위를 달라고 했지만, 당시 가게 주인이 ""음식용이 아니라 테이프를 자르는 데 쓰는 가위""라며 재차 거절하자 화가 나 호떡을 집어 던진 것으로 조사됐다.

박 부장판사는 ""순간적으로 감정을 조절하지 못하고 저지른 범행으로 피해자는 평생 흉터와 정신적 고통을 지닌 채 살아가게 됐다""면서 ""피고인이 피해자에 대한 진심 어린 사죄나 피해 복구를 위한 노력을 제대로 하지 않은 점, 피해자가 엄벌을 탄원하는 점 등을 종합했다""고 설명했다.",0
"보육교사가 돌쟁이에 발길질, 유치 3개 손상…“100여 차례 학대”","
[KBS 창원] [앵커]

경남의 한 어린이집에서 50대 보육교사가 갓 돌이 지난 아이들을 상습적으로 학대한 정황이 드러나 경찰이 수사하고 있습니다.

피해 학부모들은 두 달 동안 녹화된 어린이집 CCTV에 이 보육교사가 100차례 넘게 학대하는 장면이 담겼다고 주장했는데, 한 아이는 이가 부러지기도 했습니다.

김효경 기자입니다.

[리포트]

경남 양산의 한 어린이집입니다.

보육교사가 갓 돌을 넘긴 아이를 발로 밀더니 돌아서서 가는 아이에게 한 차례 더 발길질합니다.

넘어진 아이는 턱과 입이 바닥에 부딪히면서 아랫니 3개가 부러지거나 흔들려 치료를 받고 있습니다.

[이수영/피해 원생 아버지 : ""영구치가 날 때까지 약물치료를 해야 하는 과정이고요. 참담하고 마음이 찢어지죠. 저희가 눈물을 흘리면서 (폐쇄회로TV)를 다 확인했고요.""]

어린이집 CCTV에는 이 보육교사가 다른 아이 5명을 발로 차거나 베개로 내려치는 장면 등이 담겼습니다.

학부모들은 지난해 10월부터 두 달 분량의 CCTV에서 100차례 넘는 학대 정황을 확인했다고 주장했습니다.

[피해 원생 어머니 : ""뺨을 때린다든지 이런 영상도 제가 목격을 했고 수차례 목격을 했습니다. (원장은) 살살 때렸다고 주장하셨습니다. 그래서 그 살살의 기준이 뭔지 저는 너무 궁금해서….""]

학부모들은 해당 보육교사가 지난해 3월부터 어린이집에서 일해 와 신체적 학대가 더 있을 것으로 보고 있습니다.

하지만 어린이집이 CCTV 열람조차 제대로 협조하지 않았다고 호소했습니다.

해당 어린이집 원장은 ""CCTV를 보기 전까지 학대 사실을 몰랐다""면서 ""피해 아동과 부모에게 미안하다""라는 입장을 밝혔습니다.

경남경찰청은 원생 3명의 학대 정황을 확인해 보육교사를 입건하고, 동영상을 분석한 뒤 추가 피해 아이가 있는지 등 정확한 학대 건수를 확인할 예정입니다.

KBS 뉴스 김효경입니다.

촬영기자:김대현/그래픽:백진영",0
입양한 개 10여 마리 학대해 죽여…“가정불화 분풀이”,"
[KBS 전주] [앵커]

무료로 입양한 푸들을 잔인하게 학대해 죽이고 사체를 땅에 묻은 혐의로 40대 남성이 검찰에 송치됐습니다.

가정불화로 푸들에 대한 증오심이 생겨 이 같은 일을 벌였다는데요,

학대받아 죽은 푸들이 13마리나 됩니다.

조선우 기자입니다.

[리포트]

지난해 전북 군산의 한 아파트 단지 화단에서 발견된 강아지 사체.

[경찰 : ""어린애들이다. 딱 봐도 어린애들이야.""]

이 아파트에 사는 40대 남성 A 씨는 무료로 입양한 개를 학대한 혐의로 경찰에 붙잡혔습니다.

경찰이 확인한 입양견은 21마리, 모두 '푸들'입니다.

A 씨가 현재 별거 중인 배우자와 함께 키웠던 강아지입니다.

경찰 조사 결과 A 씨는 가정불화로 푸들에 대한 증오심이 생겨 입양한 푸들을 때리거나 몸에 화상을 입히는 등 잔인하게 학대했습니다.

A 씨의 학대로 죽은 푸들은 13마리로 확인됐습니다.

[박호전/전북경찰청 수사2계장 : ""물을 먹이거나 야구 방망이로 때려서 죽인 것으로 추정하고 있고 부검 결과는 사인 불명으로 나왔습니다.""]

죽은 푸들은 A 씨가 사는 아파트 화단에 묻혔습니다.

사건이 알려지자 A 씨를 강력히 처벌해달라는 청원이 청와대 홈페이지에 게재됐고, 한 달 만에 21만 명이 동의했습니다.

[김종훈/농림축산식품부 차관 : ""동물을 지속적으로 잔인하게 학대 살해한 피의자가 이후 검찰 수사, 법원 재판을 통해 합당한 처벌을 받게 되기를 바랍니다.""]

동물 학대 행위에 대한 처벌은 최근 두 차례 개정돼 3년 이하의 징역이나 3천만 원 이하의 벌금으로 강화됐습니다.

A 씨는 해당 사건이 드러난 뒤 직장에서 파면된 것으로 알려졌습니다.

KBS 뉴스 조선우입니다.",0
돌도 안 된' 아이를 발로…어린이집 CCTV 영상 속 학대,"[앵커]

보육 교사가 생후 1년도 안 된 아이들을 거칠게 내팽개치고 발로 차기도 합니다. 경남 양산의 한 어린이집 CCTV에 찍힌 건데, 원장과 양산시청이 이 영상도 못 보게 막았었다고 부모들은 말합니다.

배승주 기자입니다.

[기자]

경남 양산의 한 가정 어린이집 영유아반입니다.

50대 보육교사 A씨가 생후 11개월 된 아이 목을 잡아 바닥으로 던지듯이 팽개칩니다.

얼굴을 잡아 온몸을 끌어올리기도 합니다.

낮잠을 자지 않는 아이의 뺨을 때리는 듯한 모습도 보입니다.

[자고 있는데요. (일어나라고요.) 어머 자고 있는데 왜…]

갓 돌이 지난 아이 엉덩이를 연속으로 차자, 중심을 잃은 아이가 고꾸라져 웁니다.

어린이집 학대 의혹이 제기된 건 지난해 11월 말입니다.

한 아이가 유치 5개 중 1개가 빠지고 1개가 깨지는 등 3개를 다쳐 집에 온 겁니다.

애초 A씨는 아이가 혼자 넘어진 거라고 거짓말했습니다.

다른 부모들도 추가 학대 의혹을 제기했지만, 원장은 CCTV 영상을 보여주지 않았습니다.

원장이 A씨가 아이를 살살 때렸다며 CCTV를 보지 못하게 한 겁니다.

[어린이집 학대 피해 아동 엄마 : 그 살살의 기준이 뭔지 너무 궁금하고 분노가 일어나서 (CCTV) 확인을 하러 갔더니 절차상 문제가 있으니…]

양산시청도 CCTV를 보려는 부모들을 막아섰습니다.

[양산시청 아동보육과-피해 부모 통화/지난 1월 12일 : 열람이 개인정보보호법 많은 제약을 받거든요. (아니요. 오늘 하루 종일 알아봤거든요. 법안이 변경돼서…)]

결국 부모가 직접 관련 법규를 찾아내 CCTV를 볼 수 있었습니다.

[양산시청 아동보육과 관계자 : 제가 그 부분은 다 파악을 못 한 상태라서 사과드리겠습니다.]

사건이 벌어진 지 50여 일 만에 CCTV 영상을 확인한 부모는 생후 7개월부터 있던 영유아반 6명 모두가 피해를 입었다고 말합니다.

[어린이집 학대 피해 아동 엄마 : 18일 치 영상 속에서 담임교사가 손과 발로 했던 학대행위 160여 건을 수기 기록했으며…]

CCTV 열람에 대한 본격적인 논란이 불거진 건 2년 전 울산 어린이집 학대 사건.

당시 부모들이 기자회견에 촛불집회까지 열었지만, 현장에선 아직도 달라진 건 없다고 합니다.

[어린이집 학대 피해 아동 엄마 : 이 일을 경찰이나 해당 지자체에서 해야 하는데 저희가 법안 알아보고 저희가 쫓아가고, 시간 투자해 가면서 시간 낭비, 경제적 낭비 모든 것을 다 손해 보고…]

해당 어린이집 원장은 자신의 감독 소홀로 발생한 일이라며 폐원하겠다고 밝혔습니다.

어제(6일) 첫 경찰 조사를 받은 A씨는 자신의 잘못을 일부 인정한 것으로 알려졌습니다.",0
